ORIGSYSREF,ORDERNUMBER,COUNTRY,BOOKINGDATE,ORDERTYPE,KEYCODE,SALESCHANNEL,SOURCE,MEDIUM,CAMPAIGN,DEVICE,TOPLEVELCATEGORY,ORDERS,REVENUE_NET_LCL,REVENUE_NET_USD,REVENUE_NET_USD_CONS_CURR,FTBS,FTB_REVENUE_NET_LCL,FTB_REVENUE_NET_USD,FTB_REVENUE_NET_USD_CONS_CURR,PRODUCT_REVENUE_LCL,PRODUCT_REVENUE_USD_CONS_CURR,PRODUCTS,QUANTITY,DISCOUNT_LCL,DISCOUNT_USD_CONS_CURR,DISCOUNTED_ORDER,ITEMCOST_LCL,ITEMCOST_USD,ITEMCOST_USD_CONS_CURR,GROSS_MARGIN_LCL,GROSS_MARGIN_USD,RN,CHANNEL_L1,BBSTATUS
ONKI9PS-69Q24-7W8,52547433,US,05/02/25,WB-CATALOG,,WB,email,transactional,npc_orderconfirmation_estore,desktop,web,1,569.95,569.95,569.95,0,0,0,0,509.955262,509.955262,0.9996923,499.9561504,0,0,,91.39198406,91.39198406,91.39198406,478.55,478.55,1,Email Triggers,INITIAL
ONTI2ZO-71A51-0M6,51553616,FI,12/08/24,FI_MO EO UPSELL,,MO,,,,,,1,164.49,176.0043,185.8737,0,0,0,0,129.8869213,146.7722211,1.00306002,50.14938222,0,0,,1323.121453,56.72138625,1495.127242,-1154.69,119.2843,1,MO,INITIAL
ONAB3MP-02Z60-7A3,54498525,US,18/08/25,PCT - WEB,,MO,,,,,,1,587.69,587.69,587.69,0,0,0,0,444.7653905,444.7653905,0.99966069,499.7363146,0,0,,104.2450105,104.2450105,104.2450105,483.39,483.39,1,MO,INITIAL
ONRD0IG-74V97-0Z3,56089634,US,01/12/25,WB-CATALOG,,WB,google,cpc,nb-general-pens,desktop,web,1,207.2,207.2,207.2,0,0,0,0,129.8753614,129.8753614,1.0009832,25.0241656,0,0,,117.8637682,117.8637682,117.8637682,89.45,89.45,1,Paid Search - NonBrand,INITIAL
ONJY9SI-16B42-7K9,55035778,IT,01/10/25,IT_ABC_WEB_MAIL,,MO,,,,,,1,176.99,189.3793,199.9987,1,176.99,189.3793,199.9987,156.99113,177.3999769,0.9999935,99.99439428,0,0,,53.79696005,53.90796917,60.79056486,123.19,135.5793,1,MO,INITIAL
ONCY9OP-67F92-8C2,46865373,US,27/09/22,TMT Inbound WB-NPC MB,,WB,,,,,inbound,1,323.9,323.9,323.9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONUZ1JI-22P55-5O0,56621252,US,06/01/26,REDO-NPC WEB,,WB,,,,,inbound,1,39.65,39.65,39.65,0,0,0,0,29.08687244,29.08687244,0.15308865,38.27220215,12.24710425,12.24710425,56621252,8.771988368,8.771988368,8.771988368,-17.65,-17.65,1,Web Inbound,INITIAL
ONRP6UM-90S33-2H5,50432271,CA,09/01/24,TM-PPC TUNIS,,TM,,,,,,1,315.875,231.2205,227.43,0,0,0,0,269.7732428,194.2367348,0.999744375,249.9010316,0,0,,59.00665033,59.07633831,42.48478823,256.845,172.2005,1,TM,INITIAL
ONOR5SB-47A46-1S1,40879768,BE,01/09/21,WBBE_ABC WEB ORDER,TBEEWC,WB,google,organic,(not set),desktop,web,1,124.49,146.8799,140.6737,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
41305128156,41305128156,US,23/07/19,WB-CATALOG,NPC NA,WB,bing,cpc,nb - writing - pens pure - exact,desktop,web,0,467.42,467.42,467.42,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,UPDATE
ONOY2GZ-61T59-9Q3,56073806,US,01/12/25,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,2342.48,2342.48,2342.48,0,0,0,0,1880.885415,1880.885415,4.00095584,420.0863083,90.51854833,90.51854833,56073806,1319.770426,1319.770426,1319.770426,1022.98,1022.98,1,Direct,INITIAL
ONHD8AY-11W04-8W0,54663486,CZ,27/08/25,CZ_ABC_WEB_MAIL,,MO,,,,,,1,19498,838.414,877.41,0,0,0,0,18870.00003,849.1500014,0.994398,299.996228,0,0,,373.7700307,373.9546524,16.81965138,19124.23,464.644,1,MO,INITIAL
13465966,52194613,CA,03/12/24,TM-PPC MB,,TM,,,,,,-1,-23.63,-17.29716,-17.0136,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,TM,UPDATE
ONBV1VX-40F22-1P5,50114960,AU,16/11/23,AU_WEB INBOUND TUNIS,,WB,,,,,inbound,1,460.39,299.2535,290.0457,1,460.39,299.2535,290.0457,370.7140342,233.5498415,1.00088786,150.1271939,0,0,,84.83186194,84.83186148,53.44407302,375.63,214.4935,1,Web Inbound,INITIAL
ONRT9FL-95D81-8R2,49490222,DE,15/08/23,DE_MO PHONE TUNIS,,MO,,,,,,1,516.99,553.1793,584.1987,0,0,0,0,491.9904833,555.9492461,0.99985866,299.9943043,0,0,,2395.123669,103.0433967,2706.489746,-1878.18,450.1693,1,MO,INITIAL
ONYI3WS-47T64-7U8,58587704,IT,24/04/26,IT_ABC_WEB_MAIL,,MO,,,,,,1,392.99,420.4993,444.0787,0,0,0,0,367.9906367,415.8294195,1.00015955,199.9949689,0,0,,85.6478201,85.75182094,96.78203671,307.34,334.8493,1,MO,INITIAL
ONFB6ID-32D97-6S0,40389952,IE,09/08/21,IE_WEB INBOUND,TIEMKY,WB,,,,,inbound,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONNU7TH-24O91-5P1,53269873,US,02/06/25,WB-CATALOG,,WB,google,cpc,brand-us-t2-general-broad_vs_exact_kws,desktop,web,1,85.82,85.82,85.82,1,85.82,85.82,85.82,55.38383745,55.38383745,0.99791496,49.8953189,0,0,,13.65136766,13.65136766,13.65136766,72.14,72.14,1,Paid Search - Brand,INITIAL
ONYB9TS-59O79-0J2,27870827,GB,05/04/21,WBGB_ABC WEB ORDER,TGBADP,WB,google,cpc,nb-uk-en-writing-pens pure-bmm&phm,desktop,web,1,157,217.1382,208.81,1,157,217.1382,208.81,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - NonBrand,INITIAL
ONHI3RE-42F65-3H6,49934585,DE,16/10/23,DE_MO PHONE TUNIS,,MO,,,,,,1,99.49,106.4543,112.4237,1,99.49,106.4543,112.4237,79.89348455,90.27963754,1.00494849,50.24752399,0,0,,516.684733,22.19471769,583.8537483,-414.65,84.3543,1,MO,INITIAL
41925414706,41925414706,US,22/02/19,WB-CATALOG,NPC NA,WB,bing,organic,(not set),desktop,web,1,87.99,87.99,87.99,1,87.99,87.99,87.99,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
42667485575,42667485575,US,29/07/20,WB-CATALOG MB,NPC NA,WB,google,cpc,**shopping - non-pens in-house*,desktop,web,0,-89,-89,-89,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,UPDATE
5582690467,5582690467,US,14/04/22,TMT Inbound WB-NPC MB,H79B02,WB,,,,,inbound,1,169.44,169.44,169.44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONKP0SZ-79B27-7Z1,51234956,US,21/05/24,TMT TUNIS,,TM,,,,,,1,250.9,250.9,250.9,0,0,0,0,194.9223107,194.9223107,0.9995856,499.8008288,0,0,,44.26235791,44.26235791,44.26235791,206.62,206.62,1,TM,INITIAL
ONSP5PX-36J00-9O5,52480715,IT,23/01/25,IT_ABC_WEB_MAIL,,MO,,,,,,1,208.99,223.6193,236.1587,0,0,0,0,188.9909569,213.5597813,1.00001715,99.99523631,0,0,,846.4894972,36.33813625,956.5331318,-637.54,187.2193,1,MO,INITIAL
ONFP1JZ-90I26-1U2,51312418,ES,12/06/24,ES_WEB INBOUND,,WB,,,,,inbound,1,184.99,197.9393,209.0387,0,0,0,0,152.9917303,172.8806552,0.99987095,99.99467959,0,0,,460.5151068,19.79393,520.3820707,-275.55,178.1393,1,Web Inbound,INITIAL
ONAC9KP-08A03-8K4,47400812,US,03/12/22,WB-CATALOG,,WB,(direct),(none),(not set),mobile,web,1,125.09,125.09,125.09,1,125.09,125.09,125.09,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONFI2EL-01V94-6K5,55019978,US,30/09/25,WEB-EMAIL,TUSGQC,WB,email,webpush,20250929_us_fallintosavingslastchance_remail,mobile,web,1,253.34,253.34,253.34,0,0,0,0,189.2539913,189.2539913,1.00145302,100.1344084,0,0,,70.11409719,70.11409719,70.11409719,183.32,183.32,1,Email Web Push,INITIAL
ONAZ7KD-33E30-3O7,41985602,DE,15/10/21,WBDE_ABC WEB ORDER,TDEVEN,WB,google,organic,(not set),desktop,web,1,117.49,136.1921,132.7637,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONWQ1GU-60B15-2X2,50059016,CH,01/11/23,CH_MO EO UPSELL TUNIS,,MO,,,,,,1,239,261.944,286.8,1,239,261.944,286.8,216.9999998,260.3999998,0.999976,99.99999,0,0,,907.460001,39.01166045,1088.952001,-668.46,222.924,1,MO,INITIAL
ONAS7PK-67M56-7B9,49837922,SE,03/10/23,WBSE_ABC WEB ORDER,,WB,bing,cpc,nb-se-se-writing-pens-bing,desktop,web,1,1029,94.668,105.987,1,1029,94.668,105.987,809.9999983,83.42999982,1.000188,100.000278,0,0,,433.969997,18.59478796,44.69890969,595.03,76.008,1,Paid Search - NonBrand,INITIAL
43438989521,43438989521,US,01/09/21,WB-CATALOG,NPC NA,WB,google,cpc,brand - np - pure - exact,desktop,web,1,299.4,299.4,299.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONML9YB-04F52-9E3,52229187,US,22/11/24,TMT Inbound MO-NPC MB,,MO,,,,,,1,159.94,159.94,159.94,0,0,0,0,98.962875,98.962875,0.999625,99.9625,0,0,,31.42821,31.42821,31.42821,128.5,128.5,1,MO,INITIAL
ONTH5SY-24Z56-5O3,50103203,AU,07/11/23,AU_ABC_WEB_MAIL,,MO,,,,,,1,543.94,353.561,342.6822,0,0,0,0,437.9516918,275.9095658,0.99976172,199.9779092,0,0,,57.71363318,57.64842158,36.35958891,486.22,295.841,1,MO,INITIAL
ONTX0AR-54I94-1V5,51038285,US,17/04/24,TMT Inbound MO-NPC MB,,MO,,,,,,1,221.14,221.14,221.14,0,0,0,0,168.3065514,168.3065514,1.0006585,260.1645758,0,0,,53.12363071,53.12363071,53.12363071,168.05,168.05,1,MO,INITIAL
ONCK5NV-59T43-4O6,58197151,IT,03/04/26,IT_ABC_WEB_EMAIL,CGME01,WB,email,poc,20260403_it_cgme_lpg_c,desktop,web,1,93.69,100.2483,105.8697,0,0,0,0,73.45694651,83.00634956,0.99667422,69.76916289,0,0,,13.22623697,13.29292458,14.94564778,80.42,86.9883,1,Email POC,INITIAL
5327604769,5327604769,US,06/02/19,TMT Inbound WB-NPC,NPC NA,WB,,,,,inbound,1,239.1,239.1,239.1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
42905483662,42905483662,US,08/02/21,WB-CATALOG,NPC NA,WB,,,,,web,-1,-123.3,-123.3,-123.3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,UPDATE
ONSF2KF-07V56-5Q9,52077394,US,05/11/24,TMT Inbound MO-NPC MB,,MO,,,,,,1,195.94,195.94,195.94,0,0,0,0,142.9562251,142.9562251,0.99968588,99.96937176,0,0,,36.55880458,36.55880458,36.55880458,159.37,159.37,1,MO,INITIAL
ONHP0TK-18X77-7H4,52963988,US,13/04/25,WB-CATALOG,,WB,google,organic,(organic),mobile,web,1,116.44,116.44,116.44,1,116.44,116.44,116.44,74.78258629,74.78258629,1.00382924,50.18959896,0,0,,9.997779431,9.997779431,9.997779431,106.48,106.48,1,Organic Search,INITIAL
ONXK7BE-31H38-4X2,47336817,CZ,25/11/22,WBCZ_ABC WEB ORDER,,WB,google,organic,(not set),desktop,web,1,2919,124.5121,131.355,1,2919,124.5121,131.355,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONQG3VM-38V21-5N4,47790580,US,21/02/23,WEB-EMAIL,1RZA01,WB,,,,,email,1,316.4,316.4,316.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
ONJR2EG-37I98-4J0,49681935,US,12/09/23,TMT Inbound WB-NPC MB,,WB,,,,,inbound,-1,-412.5,-412.5,-412.5,-1,-412.5,-412.5,-412.5,-376.232538,-376.232538,-0.113025,-56.4914625,0,0,,-109.7005965,-109.7005965,-109.7005965,-1383.45,-1383.45,1,Web Inbound,UPDATE
41606257704,41606257704,US,19/11/18,WEB-EMAIL,4SDA01,WB,,,,,email,1,84.84,84.84,84.84,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Email POC,INITIAL
5470108631,5470108631,US,09/11/20,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,1,127.44,127.44,127.44,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONRN4ZI-10Q73-4I4,52056559,FR,30/10/24,FR_KAM TUNIS,,TM,,,,,,1,609.99,652.6893,689.2887,0,0,0,0,566.9907069,640.6994988,0.99977361,299.994912,0,0,,4470.176718,192.1385391,5051.299691,-3860.26,460.4593,1,TM,INITIAL
ONJD6EG-67Q94-1L8,52207045,IT,20/11/24,IT_ABC_WEB_MAIL,,MO,,,,,,1,92.49,98.9643,104.5137,1,92.49,98.9643,104.5137,74.8967936,84.63337677,1.0053663,50.26628022,0,0,,606.6137607,25.93064568,685.4735496,-510.91,73.0243,1,MO,INITIAL
ONKO9VU-87C35-8L3,24515847,DE,24/06/20,WBDE_ABC WEB ORDER,PHQA01,WB,,,,,email,1,111.49,126.2074,125.9837,1,111.49,126.2074,125.9837,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONEK5WJ-44C06-0M4,23205649,FR,23/10/19,WBFR_ABC WEB ORDER,TFRVEN,WB,,,,,web,1,724,806.5001,818.12,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONRZ1FP-99Y90-4J2,49335035,US,31/07/23,WB-CATALOG,,WB,criteo,display,remarketing-visitor-2,desktop,web,1,133.49,133.49,133.49,0,0,0,0,107.8960531,107.8960531,1.00371131,250.9210195,0,0,,30.74284712,30.74284712,30.74284712,102.86,102.86,1,Paid - Display,INITIAL
42970257685,42970257685,US,31/03/21,WB-CATALOG,NPC NA,WB,mailing,prospect,(not set),desktop,web,1,59,59,59,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Mailing,INITIAL
ONKD4SD-82V83-8T0,55163758,US,09/10/25,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,305.25,305.25,305.25,0,0,0,0,195.1598354,195.1598354,2.00152425,500.409756,0,0,,125.1024604,125.1024604,125.1024604,180.25,180.25,1,Direct,INITIAL
43578632256,43578632256,US,11/10/21,TMT Inbound WB-NPC MB,26MJ03,WB,bing,cpc,brand - np - pure - exact,desktop,web,1,109.94,109.94,109.94,1,109.94,109.94,109.94,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Brand,INITIAL
ONWY3XF-20P38-3Q4,24163366,ES,23/04/20,WBES_ABC WEB ORDER,TESLHV,WB,,,,,web,1,308.5,334.0153,348.605,1,308.5,334.0153,348.605,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
5457776502,5457776502,US,24/09/20,WB-CATALOG,NPC NA,WB,,,,,inbound,1,109,109,109,1,109,109,109,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
5311683521,5311683521,US,04/12/18,TMT Inbound WB-NPC,NPC NA,WB,,,,,inbound,1,109.94,109.94,109.94,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONDR7YI-95Y60-8F2,58274894,US,07/04/26,WB-CATALOG,,WB,google,cpc,brand-us-pens-t1-pure,desktop,web,1,303.88,303.88,303.88,1,303.88,303.88,303.88,175.4307232,175.4307232,0.99946132,149.9407735,0,0,,52.77915773,52.77915773,52.77915773,251.08,251.08,1,Paid Search - Brand,INITIAL
42701943992,42701943992,US,27/07/20,WB-CATALOG,NPC NA,WB,google,organic,(not set),desktop,web,1,332.95,332.95,332.95,1,332.95,332.95,332.95,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONOA4RI-78V48-2M6,51807253,US,25/09/24,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,428.8108,428.8108,428.8108,0,0,0,0,329.7145238,329.7145238,1.99911595,71.96817419,58.19432348,58.19432348,51807253,228.9389858,228.9389858,228.9389858,199.7708,199.7708,1,Direct,INITIAL
43004082633,43004082633,US,27/04/21,TMT Inbound WB-NPC MB,MM1M03,WB,mailing,customer,(not set),mobile,web,0,51,51,51,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Mailing,UPDATE
42114049473,42114049473,US,12/09/19,WB-CATALOG,NPC NA,WB,(direct),(none),(not set),desktop,web,1,1992.15,1992.15,1992.15,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONPI7RV-19L91-0Z9,58649495,DE,28/04/26,DE_MO PHONE TUNIS,,MO,,,,,,1,218.99,234.3193,247.4587,0,0,0,0,198.9909134,224.8597322,0.99990834,99.99543279,0,0,,42.01808213,42.07733765,47.48043281,176.97,192.2993,1,MO,INITIAL
ONFV2UV-15H38-2C6,50310588,AU,07/12/23,AU_TM TUNIS,,TM,,,,,,1,1228.49,798.5185,773.9487,0,0,0,0,1132.951893,713.7596925,0.99999086,750.299039,0,0,,162.964997,162.801832,102.6679481,1065.59,635.6185,1,TM,INITIAL
ONTE7UN-47B66-2T9,54933896,US,22/09/25,TMT MONTEGO BAY,,TM,,,,,,1,187.49,187.49,187.49,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,TM,INITIAL
10582868,25147558,ES,04/08/20,ES_WEB INBOUND,TESMMY,WB,,,,,inbound,1,65.8,77.308,74.354,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONQG4UJ-54N27-6R8,51508980,US,03/08/24,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,253.45,253.45,253.45,0,0,0,0,157.7801373,157.7801373,1.00188785,150.2667033,0,0,,73.41034023,73.41034023,73.41034023,180.17,180.17,1,Direct,INITIAL
5452362581,5452362581,US,18/09/20,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,-1,-523.05,-523.05,-523.05,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,UPDATE
42727796957,42727796957,US,09/08/20,WB-CATALOG MB,NPC NA,WB,google,organic,(not set),mobile,web,1,94.44,94.44,94.44,1,94.44,94.44,94.44,0,0,0,0,0,0,,0,0,0,0,0,1,Organic Search,INITIAL
ONXY5WY-98F10-3N9,58053274,US,26/03/26,TM TUNIS,,TM,,,,,,1,1325.94,1325.94,1325.94,0,0,0,0,1189.946157,1189.946157,0.99975876,999.9549991,0,0,,396.5320629,396.5320629,396.5320629,929.39,929.39,1,TM,INITIAL
42944010177,42944010177,US,16/03/21,WB-CATALOG,NPC NA,WB,facebook,paid_social,remarketing_customer_match,desktop,web,1,166.77,166.77,166.77,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Social Media,INITIAL
ONOE6NV-82E28-7O3,52955118,DE,16/04/25,DE_WB RECOVERY OOS,,WB,,,,,web,1,104.49,111.8043,118.0737,1,104.49,111.8043,118.0737,89.92168237,101.6115011,1.00467135,50.23555281,0,0,,570.0331389,24.35736504,644.137447,-462.87,87.4043,1,Web Recovery,INITIAL
ONEV2IX-63Z97-5M8,57982698,CH,23/03/26,WBCH_ABC_WEB ORDER,,WB,google,cpc,shopping-ch-ch-writing,mobile,web,1,149.5,163.852,179.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,1,Paid Search - Shopping,INITIAL
ONOB9BS-06P11-6G2,51101515,DE,26/04/24,DE_TM INTERNAL,,TM,,,,,,1,357.75,382.7925,404.2575,0,0,0,0,319.7765332,361.3474826,0.99919575,599.5811295,0,0,,165.0846355,180.9619045,186.5456381,192.55,201.7325,1,TM,INITIAL
ONQY2WM-14D27-6I0,52598977,US,14/02/25,TM MB,,TM,,,,,,1,118.95,118.95,118.95,0,0,0,0,88.96260508,88.96260508,0.99953685,99.9579672,0,0,,26.13901271,26.13901271,26.13901271,92.8,92.8,1,TM,INITIAL
ONDO5XX-29N86-9O6,59159572,DE,26/05/26,WBDE_ABC WEB ORDER,,WB,(direct),(none),(not set),desktop,web,1,191.99,205.4293,216.9487,0,0,0,0,131.993125,149.1522313,0.99988392,99.99472767,0,0,,18.91901522,18.95962065,21.3784872,173.07,186.5093,1,Direct,INITIAL
41923552952,41923552952,US,21/02/19,WB-CATALOG,NPC NA,WB,google,cpc,**shopping - product listing ads*,desktop,web,1,99,99,99,1,99,99,99,0,0,0,0,0,0,,0,0,0,0,0,1,Paid Search - Shopping,INITIAL
ONHX9AF-72D29-2V2,50433477,US,09/01/24,WB-CATALOG,,WB,google,cpc,nb-writing-pens-exact-old,desktop,web,1,636.65,636.65,636.65,1,636.65,636.65,636.65,505.4721129,505.4721129,0.9995405,499.7250479,0,0,,104.9922816,104.9922816,104.9922816,531.6,531.6,1,Paid Search - NonBrand,INITIAL
ONLP1QI-64G15-0J8,51452716,IT,22/07/24,WBIT_ABC WEB ORDER,,WB,google,cpc,brand-it-it-search-np,desktop,web,1,425.99,455.8093,481.3687,1,425.99,455.8093,481.3687,395.9907022,447.4694935,0.99979853,499.9882969,98.99767606,111.8673739,51452716,6912.087742,297.1256918,7810.659148,-6486.26,158.5593,1,Paid Search - Brand,INITIAL
ONCM6JK-04O35-3M9,51524492,US,07/08/24,WB-CATALOG,,WB,(direct),(none),(not set),desktop,web,1,190,190,190,0,0,0,0,169.9999996,169.9999996,0.99997,500.00001,0,0,,50.9000006,50.9000006,50.9000006,139.1,139.1,1,Direct,INITIAL
ONEF8ZH-79S67-7B9,51699262,IT,11/09/24,IT_ABC_WEB_MAIL,,MO,,,,,,1,123.24,131.8668,139.2612,0,0,0,0,103.4514629,116.9001531,1.0019412,75.14632944,0,0,,591.4818629,25.3443994,668.3745051,-467.09,106.4968,1,MO,INITIAL
ONWM6NG-39O35-4V0,49713381,US,15/09/23,WB-CATALOG,,WB,google,cpc,shopping-catchall,desktop,web,1,296.231,296.231,296.231,1,296.231,296.231,296.231,216.4988237,216.4988237,2.001632867,230.1794852,0,0,,65.50107609,65.50107609,65.50107609,230.781,230.781,1,Paid Search - Shopping,INITIAL
ONCM0JO-32W26-1B4,51782553,US,23/09/24,TM MB,,TM,,,,,,1,911.9,911.9,911.9,0,0,0,0,800.9121677,800.9121677,0.9994424,999.8901429,88.99024123,88.99024123,51782553,187.7794055,187.7794055,187.7794055,724.1,724.1,1,TM,INITIAL
ONVQ2ER-74J31-5Y6,49953575,SK,18/10/23,SK_ABC_WEB_MAIL,,MO,,,,,,1,163.99,175.4693,185.3087,1,163.99,175.4693,185.3087,146.991036,166.0998707,1.00001102,99.99388644,0,0,,1000.239005,43.1353671,1130.270076,-836.31,132.4493,1,MO,INITIAL
ONET5GK-85N86-3K6,52539990,ES,04/02/25,ES_TM TUNIS,,TM,,,,,,1,1138.5,1218.195,1286.505,1,1138.5,1218.195,1286.505,1098.017775,1240.760086,0.999603,649.714626,0,0,,14525.6707,625.0100504,16414.00789,-13393.55,593.285,1,TM,INITIAL
ONQV6OK-45N09-2M9,50532562,US,30/01/24,TMT Inbound WB-NPC MB,,WB,,,,,inbound,1,208.94,208.94,208.94,0,0,0,0,155.9552146,155.9552146,0.9997779,299.9139386,0,0,,26.78230947,26.78230947,26.78230947,182.15,182.15,1,Web Inbound,INITIAL
ONNX5AZ-20X36-5O1,54840235,FR,11/09/25,FR_TM TUNIS,,TM,,,,,,1,394.99,422.6393,446.3387,0,0,0,0,369.9906326,418.0894149,1.00011468,249.9935159,0,0,,217.2944978,217.1147026,245.5427826,177.69,205.3393,1,TM,INITIAL
ONBL1JV-26L81-2E4,54830602,CA,09/09/25,WB-CATALOG-PPC,,WB,google,cpc,brand-ca-t1-pure,desktop,web,1,1085.95,794.9154,781.884,1,1085.95,794.9154,781.884,799.9631671,575.9734803,2.0003199,499.9768098,199.9907919,143.9933702,54830602,273.9473831,273.9208436,197.2421158,811.99,520.9654,1,Paid Search - Brand,INITIAL
ONFA3MC-37D61-9D1,53206107,FR,22/05/25,WBFR_ABC WEB ORDER,,WB,,,,,web,1,392.19,419.6433,443.1747,0,0,0,0,343.3663453,388.0039702,1.00047669,25.01230944,85.84158673,97.000993,53206107,256.1240799,273.6873653,289.4202103,136.19,145.7233,1,No-Match,INITIAL
ONUD4SA-74H02-6J3,55762066,DE,13/11/25,DE_WEB INBOUND,,WB,,,,,inbound,1,185.95,198.9665,210.1235,0,0,0,0,150.9194188,170.5389432,0.9996672,23.9935004,0,0,,30.62176625,30.62484409,34.60259586,155.32,168.3365,1,Web Inbound,INITIAL
ONKY8PZ-83J92-1P7,51160986,US,06/05/24,MAIL-NPC-EO,,MO,,,,,,1,81.44,81.44,81.44,0,0,0,0,39.71456782,39.71456782,1.00545824,50.27160896,0,0,,8.867911202,8.857856619,8.867911202,72.62,72.63,1,MO,INITIAL
5573418272,5573418272,US,11/03/22,TMT Inbound WB-NPC MB,NPC NA,WB,,,,,inbound,1,272.4,272.4,272.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Web Inbound,INITIAL
ONRY5LD-59A39-8I9,52351418,US,17/12/24,WB-CATALOG,,WB,google,cpc,brand-us-np-t1-pure,desktop,web,1,924.35,924.35,924.35,0,0,0,0,738.7797309,738.7797309,2.00121775,400.151115,0,0,,218.8028515,218.7928408,218.8028515,705.63,705.64,1,Paid Search - Brand,INITIAL
Z14688145TGBLAK3003873,21489468,GB,17/03/19,WBGB_COE WEB ORDER,TGBLAK,WB,,,,,web,1,87.49,116.3759,116.3617,1,87.49,116.3759,116.3617,0,0,0,0,0,0,,0,0,0,0,0,1,No-Match,INITIAL
ONND7FE-19G30-1W8,51832765,FR,04/10/24,FR_MO PHONE TUNIS,,MO,,,,,,1,362.99,388.3993,410.1787,1,362.99,388.3993,410.1787,337.9906899,381.9294796,1.00003745,199.9944224,0,0,,2322.576015,99.98278872,2624.510897,-1959.65,288.5193,1,MO,INITIAL
42522536274,42522536274,US,16/07/20,WB-CATALOG,NPC NA,WB,(direct),(none),(not set),desktop,web,1,1044.45,1044.45,1044.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Direct,INITIAL
ONUK8ZT-90K91-2J0,58002777,IT,24/03/26,IT_MO EO UPSELL TUNIS,,MO,,,,,,1,119.49,127.8543,135.0237,1,119.49,127.8543,135.0237,99.90970543,112.8979671,1.00407447,50.20587432,0,0,,22.73322343,22.61422931,25.68854247,96.85,105.2143,1,MO,INITIAL
ONUM7UP-62D59-1I2,50365112,HU,19/12/23,HU_MO EO UPSELL,,MO,,,,,,1,34350,92.745,92.745,0,0,0,0,28450.00003,76.81500009,0.99615,50.0136,0,0,,415.419969,17.82100183,1.121633916,33934.58,74.875,1,MO,INITIAL
ONTB5UK-19O29-5J4,56670137,DE,08/01/26,DE_TA TUNIS,,TM,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56670137,0,0,0,-0.22,-0.22,1,TM,INITIAL
